,precision,recall,f1-score,support
Anggur Busuk Hitam,0.9611650485436893,0.99,0.9753694581280788,100.0
Anggur Campak Hitam,0.9896907216494846,0.96,0.9746192893401016,100.0
Anggur Hawar Daun,1.0,0.99,0.9949748743718593,100.0
Anggur Sehat,0.9803921568627451,1.0,0.9900990099009901,100.0
Apel Bercak Alternaria,0.9509803921568627,0.97,0.9603960396039604,100.0
Apel Bercak Cokelat,0.9705882352941176,0.99,0.9801980198019802,100.0
Apel Busuk Hitam,0.9801980198019802,0.99,0.9850746268656716,100.0
Apel Kudis,1.0,0.97,0.9847715736040609,100.0
Apel Sehat,0.99,0.99,0.99,100.0
Blueberry Sehat,1.0,0.98,0.98989898989899,100.0
Ceri Embun Tepung,1.0,1.0,1.0,100.0
Ceri Sehat,1.0,1.0,1.0,100.0
Jagung Bercak Abu,0.9238095238095239,0.97,0.9463414634146341,100.0
Jagung Hawar Utara,0.967741935483871,0.9,0.9326424870466321,100.0
Jagung Karat Daun,0.9803921568627451,1.0,0.9900990099009901,100.0
Jagung Sehat,1.0,1.0,1.0,100.0
Jambu Daun Kuning,1.0,1.0,1.0,100.0
Jeruk Citrus Greening,1.0,0.99,0.9949748743718593,100.0
Jeruk Daun Rusak,1.0,0.99,0.9949748743718593,100.0
Jeruk Embun Tepung,0.9801980198019802,0.99,0.9850746268656716,100.0
Jeruk Kanker,0.9801980198019802,0.99,0.9850746268656716,100.0
Jeruk Kutu Kebul Berduri,0.9803921568627451,1.0,0.9900990099009901,100.0
Jeruk Kutu Putih,1.0,1.0,1.0,100.0
Jeruk Sehat,1.0,1.0,1.0,100.0
Kedelai Sehat,0.98,0.98,0.98,100.0
Kentang Hama,0.8888888888888888,0.88,0.8844221105527639,100.0
Kentang Hawar Dini,0.9797979797979798,0.97,0.9748743718592965,100.0
Kentang Hawar Lambat,0.9662921348314607,0.86,0.91005291005291,100.0
Kentang Layu Bakteri,0.8807339449541285,0.96,0.9186602870813397,100.0
Kentang Nematoda,0.9791666666666666,0.94,0.9591836734693877,100.0
Kentang Sehat,0.88,0.88,0.88,100.0
Kentang Virus Daun Menggulung,0.941747572815534,0.97,0.9556650246305419,100.0
Kentang Virus Mosaik,0.9893617021276596,0.93,0.9587628865979382,100.0
Kopi Bercak Phoma,0.99,0.99,0.99,100.0
Labu Embun Tepung,1.0,0.99,0.9949748743718593,100.0
Mawar Karat Daun,0.9705882352941176,0.99,0.9801980198019802,100.0
Padi Bercak Cokelat,1.0,0.92,0.9583333333333334,100.0
Padi Sehat,0.9230769230769231,1.0,0.96,60.0
Padi Tungro,0.9900990099009901,1.0,0.9950248756218906,100.0
Paprika Bercak Bakteri,0.97,0.97,0.97,100.0
Paprika Sehat,0.970873786407767,1.0,0.9852216748768473,100.0
Persik Bercak Bakteri,0.9895833333333334,0.95,0.9693877551020408,100.0
Persik Sehat,0.9519230769230769,0.99,0.9705882352941176,100.0
Raspberry Sehat,1.0,1.0,1.0,100.0
Stroberi Daun Terbakar,0.98989898989899,0.98,0.9849246231155779,100.0
Stroberi Sehat,1.0,1.0,1.0,100.0
Tebu Busuk Merah,0.9029126213592233,0.93,0.916256157635468,100.0
Tebu Daun Kuning,0.8936170212765957,0.84,0.865979381443299,100.0
Tebu Karat Daun,0.9578947368421052,0.91,0.9333333333333333,100.0
Tebu Mosaik,0.9072164948453608,0.88,0.8934010152284264,100.0
Tebu Sehat,0.8558558558558559,0.95,0.9004739336492891,100.0
Terong Sehat,0.970873786407767,1.0,0.9852216748768473,100.0
Tomat Bercak Bakteri,0.9038461538461539,0.94,0.9215686274509803,100.0
Tomat Bercak Septoria,0.9772727272727273,0.86,0.9148936170212766,100.0
Tomat Bercak Target,0.8425925925925926,0.91,0.875,100.0
Tomat Daun Keriting,0.9797979797979798,0.97,0.9748743718592965,100.0
Tomat Hawar Dini,0.8431372549019608,0.86,0.8514851485148515,100.0
Tomat Hawar Lambat,0.8979591836734694,0.88,0.8888888888888888,100.0
Tomat Jamur Daun,0.8761061946902655,0.99,0.9295774647887324,100.0
Tomat Sehat,0.9595959595959596,0.95,0.9547738693467337,100.0
Tomat Tungau Laba-laba,0.9468085106382979,0.89,0.9175257731958762,100.0
Tomat Virus Mosaik,0.9897959183673469,0.97,0.9797979797979798,100.0
jambu antraknosa,1.0,1.0,1.0,100.0
jambu gigitan serangga,1.0,1.0,1.0,100.0
jambu sehat,1.0,1.0,1.0,100.0
jambu terbakar,1.0,1.0,1.0,100.0
kopi karat daun,0.9595959595959596,0.95,0.9547738693467337,100.0
kopi sehat,0.9313725490196079,0.95,0.9405940594059405,100.0
mangga antraknosa,1.0,1.0,1.0,100.0
mangga embun tepung,0.9702970297029703,0.98,0.9751243781094527,100.0
mangga jelaga hitam,0.9797979797979798,0.97,0.9748743718592965,100.0
mangga sehat,1.0,1.0,1.0,100.0
accuracy,0.9635474860335196,0.9635474860335196,0.9635474860335196,0.9635474860335196
macro avg,0.9640850714156863,0.96375,0.963519103135674,7160.0
weighted avg,0.9643141672164617,0.9635474860335196,0.9635387629297281,7160.0
