,precision,recall,f1-score,support
Anggur Busuk Hitam,0.9333333333333333,0.98,0.9560975609756097,100.0
Anggur Campak Hitam,0.9791666666666666,0.94,0.9591836734693877,100.0
Anggur Hawar Daun,0.9801980198019802,0.99,0.9850746268656716,100.0
Anggur Sehat,0.9900990099009901,1.0,0.9950248756218906,100.0
Apel Bercak Alternaria,0.9223300970873787,0.95,0.9359605911330049,100.0
Apel Bercak Cokelat,0.9900990099009901,1.0,0.9950248756218906,100.0
Apel Busuk Hitam,1.0,0.98,0.98989898989899,100.0
Apel Kudis,1.0,0.91,0.9528795811518325,100.0
Apel Sehat,0.9223300970873787,0.95,0.9359605911330049,100.0
Blueberry Sehat,0.9238095238095239,0.97,0.9463414634146341,100.0
Ceri Embun Tepung,1.0,1.0,1.0,100.0
Ceri Sehat,1.0,1.0,1.0,100.0
Jagung Bercak Abu,0.8272727272727273,0.91,0.8666666666666667,100.0
Jagung Hawar Utara,0.8791208791208791,0.8,0.837696335078534,100.0
Jagung Karat Daun,0.9607843137254902,0.98,0.9702970297029703,100.0
Jagung Sehat,1.0,0.98,0.98989898989899,100.0
Jambu Daun Kuning,1.0,1.0,1.0,100.0
Jeruk Citrus Greening,0.9433962264150944,1.0,0.970873786407767,100.0
Jeruk Daun Rusak,1.0,0.98,0.98989898989899,100.0
Jeruk Embun Tepung,0.9803921568627451,1.0,0.9900990099009901,100.0
Jeruk Kanker,1.0,0.99,0.9949748743718593,100.0
Jeruk Kutu Kebul Berduri,1.0,1.0,1.0,100.0
Jeruk Kutu Putih,0.99,0.99,0.99,100.0
Jeruk Sehat,0.9900990099009901,1.0,0.9950248756218906,100.0
Kedelai Sehat,0.8839285714285714,0.99,0.9339622641509434,100.0
Kentang Hama,0.85,0.51,0.6375,100.0
Kentang Hawar Dini,0.8611111111111112,0.93,0.8942307692307693,100.0
Kentang Hawar Lambat,0.8,0.8,0.8,100.0
Kentang Layu Bakteri,0.8053097345132744,0.91,0.8544600938967136,100.0
Kentang Nematoda,0.9340659340659341,0.85,0.8900523560209425,100.0
Kentang Sehat,0.8529411764705882,0.58,0.6904761904761905,100.0
Kentang Virus Daun Menggulung,0.9081632653061225,0.89,0.898989898989899,100.0
Kentang Virus Mosaik,0.9666666666666667,0.87,0.9157894736842105,100.0
Kopi Bercak Phoma,0.97,0.97,0.97,100.0
Labu Embun Tepung,1.0,0.97,0.9847715736040609,100.0
Mawar Karat Daun,0.8448275862068966,0.98,0.9074074074074074,100.0
Padi Bercak Cokelat,0.9882352941176471,0.84,0.9081081081081082,100.0
Padi Sehat,0.7857142857142857,0.9166666666666666,0.8461538461538461,60.0
Padi Tungro,0.9252336448598131,0.99,0.9565217391304348,100.0
Paprika Bercak Bakteri,0.9191919191919192,0.91,0.914572864321608,100.0
Paprika Sehat,0.9056603773584906,0.96,0.9320388349514563,100.0
Persik Bercak Bakteri,0.94,0.94,0.94,100.0
Persik Sehat,0.9519230769230769,0.99,0.9705882352941176,100.0
Raspberry Sehat,0.99,0.99,0.99,100.0
Stroberi Daun Terbakar,0.98989898989899,0.98,0.9849246231155779,100.0
Stroberi Sehat,0.99,0.99,0.99,100.0
Tebu Busuk Merah,0.8217821782178217,0.83,0.8258706467661692,100.0
Tebu Daun Kuning,0.8904109589041096,0.65,0.7514450867052023,100.0
Tebu Karat Daun,0.875,0.84,0.8571428571428571,100.0
Tebu Mosaik,0.8,0.68,0.7351351351351352,100.0
Tebu Sehat,0.6571428571428571,0.92,0.7666666666666667,100.0
Terong Sehat,0.970873786407767,1.0,0.9852216748768473,100.0
Tomat Bercak Bakteri,0.7727272727272727,0.85,0.8095238095238095,100.0
Tomat Bercak Septoria,0.7317073170731707,0.6,0.6593406593406593,100.0
Tomat Bercak Target,0.6722689075630253,0.8,0.730593607305936,100.0
Tomat Daun Keriting,1.0,0.87,0.93048128342246,100.0
Tomat Hawar Dini,0.7974683544303798,0.63,0.7039106145251397,100.0
Tomat Hawar Lambat,0.7232142857142857,0.81,0.7641509433962265,100.0
Tomat Jamur Daun,0.7870370370370371,0.85,0.8173076923076923,100.0
Tomat Sehat,0.744,0.93,0.8266666666666667,100.0
Tomat Tungau Laba-laba,0.7614678899082569,0.83,0.7942583732057417,100.0
Tomat Virus Mosaik,1.0,0.88,0.9361702127659575,100.0
jambu antraknosa,1.0,1.0,1.0,100.0
jambu gigitan serangga,1.0,1.0,1.0,100.0
jambu sehat,1.0,1.0,1.0,100.0
jambu terbakar,0.9900990099009901,1.0,0.9950248756218906,100.0
kopi karat daun,0.8421052631578947,0.96,0.897196261682243,100.0
kopi sehat,0.9278350515463918,0.9,0.9137055837563451,100.0
mangga antraknosa,1.0,1.0,1.0,100.0
mangga embun tepung,0.9595959595959596,0.95,0.9547738693467337,100.0
mangga jelaga hitam,0.9693877551020408,0.95,0.9595959595959596,100.0
mangga sehat,0.99,0.99,0.99,100.0
accuracy,0.9135474860335195,0.9135474860335195,0.9135474860335195,0.9135474860335195
macro avg,0.9161031470715114,0.9135648148148149,0.9119667797934332,7160.0
weighted avg,0.9168315764645685,0.9135474860335195,0.9123344498137662,7160.0
