,precision,recall,f1-score,support
Anggur Busuk Hitam,0.9900990099009901,1.0,0.9950248756218906,100.0
Anggur Campak Hitam,1.0,0.99,0.9949748743718593,100.0
Anggur Hawar Daun,0.9900990099009901,1.0,0.9950248756218906,100.0
Anggur Sehat,1.0,1.0,1.0,100.0
Apel Bercak Alternaria,0.9702970297029703,0.98,0.9751243781094527,100.0
Apel Bercak Cokelat,0.9900990099009901,1.0,0.9950248756218906,100.0
Apel Busuk Hitam,0.9900990099009901,1.0,0.9950248756218906,100.0
Apel Kudis,0.99,0.99,0.99,100.0
Apel Sehat,0.9615384615384616,1.0,0.9803921568627451,100.0
Blueberry Sehat,0.9801980198019802,0.99,0.9850746268656716,100.0
Ceri Embun Tepung,1.0,1.0,1.0,100.0
Ceri Sehat,1.0,1.0,1.0,100.0
Jagung Bercak Abu,0.9326923076923077,0.97,0.9509803921568627,100.0
Jagung Hawar Utara,0.968421052631579,0.92,0.9435897435897436,100.0
Jagung Karat Daun,1.0,1.0,1.0,100.0
Jagung Sehat,1.0,1.0,1.0,100.0
Jambu Daun Kuning,1.0,1.0,1.0,100.0
Jeruk Citrus Greening,1.0,1.0,1.0,100.0
Jeruk Daun Rusak,1.0,1.0,1.0,100.0
Jeruk Embun Tepung,1.0,1.0,1.0,100.0
Jeruk Kanker,1.0,1.0,1.0,100.0
Jeruk Kutu Kebul Berduri,1.0,1.0,1.0,100.0
Jeruk Kutu Putih,1.0,1.0,1.0,100.0
Jeruk Sehat,1.0,1.0,1.0,100.0
Kedelai Sehat,0.9611650485436893,0.99,0.9753694581280788,100.0
Kentang Hama,0.9777777777777777,0.88,0.9263157894736842,100.0
Kentang Hawar Dini,0.98989898989899,0.98,0.9849246231155779,100.0
Kentang Hawar Lambat,0.9411764705882353,0.96,0.9504950495049505,100.0
Kentang Layu Bakteri,0.92,0.92,0.92,100.0
Kentang Nematoda,0.9897959183673469,0.97,0.9797979797979798,100.0
Kentang Sehat,0.9550561797752809,0.85,0.8994708994708994,100.0
Kentang Virus Daun Menggulung,0.9230769230769231,0.96,0.9411764705882353,100.0
Kentang Virus Mosaik,0.9797979797979798,0.97,0.9748743718592965,100.0
Kopi Bercak Phoma,1.0,0.99,0.9949748743718593,100.0
Labu Embun Tepung,1.0,0.99,0.9949748743718593,100.0
Mawar Karat Daun,0.9433962264150944,1.0,0.970873786407767,100.0
Padi Bercak Cokelat,0.9791666666666666,0.94,0.9591836734693877,100.0
Padi Sehat,0.921875,0.9833333333333333,0.9516129032258065,60.0
Padi Tungro,0.9900990099009901,1.0,0.9950248756218906,100.0
Paprika Bercak Bakteri,0.9803921568627451,1.0,0.9900990099009901,100.0
Paprika Sehat,1.0,0.96,0.9795918367346939,100.0
Persik Bercak Bakteri,0.9897959183673469,0.97,0.9797979797979798,100.0
Persik Sehat,0.9615384615384616,1.0,0.9803921568627451,100.0
Raspberry Sehat,0.9900990099009901,1.0,0.9950248756218906,100.0
Stroberi Daun Terbakar,1.0,0.98,0.98989898989899,100.0
Stroberi Sehat,1.0,0.99,0.9949748743718593,100.0
Tebu Busuk Merah,0.9326923076923077,0.97,0.9509803921568627,100.0
Tebu Daun Kuning,0.967032967032967,0.88,0.9214659685863874,100.0
Tebu Karat Daun,0.9603960396039604,0.97,0.9651741293532339,100.0
Tebu Mosaik,0.967032967032967,0.88,0.9214659685863874,100.0
Tebu Sehat,0.875,0.98,0.9245283018867925,100.0
Terong Sehat,1.0,1.0,1.0,100.0
Tomat Bercak Bakteri,0.9591836734693877,0.94,0.9494949494949495,100.0
Tomat Bercak Septoria,0.9587628865979382,0.93,0.9441624365482234,100.0
Tomat Bercak Target,0.8807339449541285,0.96,0.9186602870813397,100.0
Tomat Daun Keriting,0.98,0.98,0.98,100.0
Tomat Hawar Dini,0.9072164948453608,0.88,0.8934010152284264,100.0
Tomat Hawar Lambat,0.93,0.93,0.93,100.0
Tomat Jamur Daun,0.9509803921568627,0.97,0.9603960396039604,100.0
Tomat Sehat,0.9523809523809523,1.0,0.975609756097561,100.0
Tomat Tungau Laba-laba,0.9690721649484536,0.94,0.9543147208121827,100.0
Tomat Virus Mosaik,1.0,0.99,0.9949748743718593,100.0
jambu antraknosa,1.0,1.0,1.0,100.0
jambu gigitan serangga,1.0,1.0,1.0,100.0
jambu sehat,1.0,1.0,1.0,100.0
jambu terbakar,1.0,1.0,1.0,100.0
kopi karat daun,0.9705882352941176,0.99,0.9801980198019802,100.0
kopi sehat,0.98,0.98,0.98,100.0
mangga antraknosa,1.0,1.0,1.0,100.0
mangga embun tepung,0.9615384615384616,1.0,0.9803921568627451,100.0
mangga jelaga hitam,1.0,0.96,0.9795918367346939,100.0
mangga sehat,1.0,1.0,1.0,100.0
accuracy,0.9756983240223464,0.9756983240223464,0.9756983240223464,0.9756983240223464
macro avg,0.9758369741110783,0.9757407407407407,0.9754707761145541,7160.0
weighted avg,0.9761384376535984,0.9756983240223464,0.9756040603206366,7160.0
