,precision,recall,f1-score,support
Anggur Busuk Hitam,0.9345794392523364,1.0,0.966183574879227,100.0
Anggur Campak Hitam,1.0,0.94,0.9690721649484536,100.0
Anggur Hawar Daun,0.99,0.99,0.99,100.0
Anggur Sehat,1.0,1.0,1.0,100.0
Apel Bercak Alternaria,0.967741935483871,0.9,0.9326424870466321,100.0
Apel Bercak Cokelat,0.96,0.96,0.96,100.0
Apel Busuk Hitam,0.979381443298969,0.95,0.9644670050761421,100.0
Apel Kudis,1.0,0.86,0.9247311827956989,100.0
Apel Sehat,0.9263157894736842,0.88,0.9025641025641026,100.0
Blueberry Sehat,0.8990825688073395,0.98,0.937799043062201,100.0
Ceri Embun Tepung,0.98,0.98,0.98,100.0
Ceri Sehat,1.0,0.98,0.98989898989899,100.0
Jagung Bercak Abu,0.8558558558558559,0.95,0.9004739336492891,100.0
Jagung Hawar Utara,0.9550561797752809,0.85,0.8994708994708994,100.0
Jagung Karat Daun,0.979381443298969,0.95,0.9644670050761421,100.0
Jagung Sehat,1.0,1.0,1.0,100.0
Jambu Daun Kuning,1.0,1.0,1.0,100.0
Jeruk Citrus Greening,0.9514563106796117,0.98,0.9655172413793104,100.0
Jeruk Daun Rusak,0.98,0.98,0.98,100.0
Jeruk Embun Tepung,0.9801980198019802,0.99,0.9850746268656716,100.0
Jeruk Kanker,0.9702970297029703,0.98,0.9751243781094527,100.0
Jeruk Kutu Kebul Berduri,0.9803921568627451,1.0,0.9900990099009901,100.0
Jeruk Kutu Putih,0.9615384615384616,1.0,0.9803921568627451,100.0
Jeruk Sehat,1.0,0.99,0.9949748743718593,100.0
Kedelai Sehat,0.93,0.93,0.93,100.0
Kentang Hama,0.7865168539325843,0.7,0.7407407407407407,100.0
Kentang Hawar Dini,0.96875,0.93,0.9489795918367347,100.0
Kentang Hawar Lambat,0.898876404494382,0.8,0.8465608465608465,100.0
Kentang Layu Bakteri,0.8148148148148148,0.88,0.8461538461538461,100.0
Kentang Nematoda,0.9292929292929293,0.92,0.9246231155778895,100.0
Kentang Sehat,0.7653061224489796,0.75,0.7575757575757576,100.0
Kentang Virus Daun Menggulung,0.8952380952380953,0.94,0.9170731707317074,100.0
Kentang Virus Mosaik,0.9175257731958762,0.89,0.9035532994923858,100.0
Kopi Bercak Phoma,0.9690721649484536,0.94,0.9543147208121827,100.0
Labu Embun Tepung,1.0,0.98,0.98989898989899,100.0
Mawar Karat Daun,0.9705882352941176,0.99,0.9801980198019802,100.0
Padi Bercak Cokelat,0.968421052631579,0.92,0.9435897435897436,100.0
Padi Sehat,0.9047619047619048,0.95,0.926829268292683,60.0
Padi Tungro,0.99,0.99,0.99,100.0
Paprika Bercak Bakteri,0.94,0.94,0.94,100.0
Paprika Sehat,0.9134615384615384,0.95,0.9313725490196079,100.0
Persik Bercak Bakteri,0.9387755102040817,0.92,0.9292929292929293,100.0
Persik Sehat,0.9320388349514563,0.96,0.9458128078817734,100.0
Raspberry Sehat,0.9897959183673469,0.97,0.9797979797979798,100.0
Stroberi Daun Terbakar,0.9690721649484536,0.94,0.9543147208121827,100.0
Stroberi Sehat,0.9897959183673469,0.97,0.9797979797979798,100.0
Tebu Busuk Merah,0.845360824742268,0.82,0.8324873096446701,100.0
Tebu Daun Kuning,0.8045977011494253,0.7,0.7486631016042781,100.0
Tebu Karat Daun,0.946236559139785,0.88,0.9119170984455959,100.0
Tebu Mosaik,0.8282828282828283,0.82,0.8241206030150754,100.0
Tebu Sehat,0.7419354838709677,0.92,0.8214285714285714,100.0
Terong Sehat,0.9259259259259259,1.0,0.9615384615384616,100.0
Tomat Bercak Bakteri,0.822429906542056,0.88,0.8502415458937198,100.0
Tomat Bercak Septoria,0.8505747126436781,0.74,0.7914438502673797,100.0
Tomat Bercak Target,0.6837606837606838,0.8,0.7373271889400922,100.0
Tomat Daun Keriting,0.9183673469387755,0.9,0.9090909090909091,100.0
Tomat Hawar Dini,0.71,0.71,0.71,100.0
Tomat Hawar Lambat,0.8404255319148937,0.79,0.8144329896907216,100.0
Tomat Jamur Daun,0.7894736842105263,0.9,0.8411214953271028,100.0
Tomat Sehat,0.8348623853211009,0.91,0.8708133971291866,100.0
Tomat Tungau Laba-laba,0.8617021276595744,0.81,0.8350515463917526,100.0
Tomat Virus Mosaik,0.9405940594059405,0.95,0.945273631840796,100.0
jambu antraknosa,1.0,1.0,1.0,100.0
jambu gigitan serangga,1.0,1.0,1.0,100.0
jambu sehat,1.0,1.0,1.0,100.0
jambu terbakar,1.0,1.0,1.0,100.0
kopi karat daun,0.8518518518518519,0.92,0.8846153846153846,100.0
kopi sehat,0.8725490196078431,0.89,0.8811881188118812,100.0
mangga antraknosa,0.9900990099009901,1.0,0.9950248756218906,100.0
mangga embun tepung,0.9509803921568627,0.97,0.9603960396039604,100.0
mangga jelaga hitam,0.9787234042553191,0.92,0.9484536082474226,100.0
mangga sehat,0.9615384615384616,1.0,0.9803921568627451,100.0
accuracy,0.9231843575418994,0.9231843575418994,0.9231843575418994,0.9231843575418994
macro avg,0.924772955152858,0.9233333333333333,0.9231729810782964,7160.0
weighted avg,0.924884748730461,0.9231843575418994,0.9231525548927412,7160.0
