,precision,recall,f1-score,support
Anggur Busuk Hitam,0.9795918367346939,0.96,0.9696969696969697,100.0
Anggur Campak Hitam,1.0,0.95,0.9743589743589743,100.0
Anggur Hawar Daun,0.968421052631579,0.92,0.9435897435897436,100.0
Anggur Sehat,0.9795918367346939,0.96,0.9696969696969697,100.0
Apel Bercak Alternaria,0.967391304347826,0.89,0.9270833333333334,100.0
Apel Bercak Cokelat,0.9797979797979798,0.97,0.9748743718592965,100.0
Apel Busuk Hitam,0.9795918367346939,0.96,0.9696969696969697,100.0
Apel Kudis,1.0,0.94,0.9690721649484536,100.0
Apel Sehat,0.6423841059602649,0.97,0.7729083665338645,100.0
Blueberry Sehat,0.9108910891089109,0.92,0.9154228855721394,100.0
Ceri Embun Tepung,0.9895833333333334,0.95,0.9693877551020408,100.0
Ceri Sehat,1.0,1.0,1.0,100.0
Jagung Bercak Abu,0.9069767441860465,0.78,0.8387096774193549,100.0
Jagung Hawar Utara,0.9540229885057471,0.83,0.8877005347593583,100.0
Jagung Karat Daun,0.819672131147541,1.0,0.9009009009009009,100.0
Jagung Sehat,0.8918918918918919,0.99,0.9383886255924171,100.0
Jambu Daun Kuning,1.0,1.0,1.0,100.0
Jeruk Citrus Greening,0.7716535433070866,0.98,0.8634361233480177,100.0
Jeruk Daun Rusak,0.9855072463768116,0.68,0.8047337278106509,100.0
Jeruk Embun Tepung,0.8909090909090909,0.98,0.9333333333333333,100.0
Jeruk Kanker,0.9489795918367347,0.93,0.9393939393939394,100.0
Jeruk Kutu Kebul Berduri,0.9803921568627451,1.0,0.9900990099009901,100.0
Jeruk Kutu Putih,0.9803921568627451,1.0,0.9900990099009901,100.0
Jeruk Sehat,0.98989898989899,0.98,0.9849246231155779,100.0
Kedelai Sehat,0.9795918367346939,0.48,0.6442953020134228,100.0
Kentang Hama,0.8428571428571429,0.59,0.6941176470588235,100.0
Kentang Hawar Dini,0.9886363636363636,0.87,0.925531914893617,100.0
Kentang Hawar Lambat,0.8556701030927835,0.83,0.8426395939086294,100.0
Kentang Layu Bakteri,0.8795180722891566,0.73,0.7978142076502732,100.0
Kentang Nematoda,0.7563025210084033,0.9,0.821917808219178,100.0
Kentang Sehat,0.8539325842696629,0.76,0.8042328042328042,100.0
Kentang Virus Daun Menggulung,0.8421052631578947,0.96,0.897196261682243,100.0
Kentang Virus Mosaik,1.0,0.72,0.8372093023255814,100.0
Kopi Bercak Phoma,0.9900990099009901,1.0,0.9950248756218906,100.0
Labu Embun Tepung,0.7967479674796748,0.98,0.8789237668161435,100.0
Mawar Karat Daun,0.8114754098360656,0.99,0.8918918918918919,100.0
Padi Bercak Cokelat,0.8518518518518519,0.92,0.8846153846153846,100.0
Padi Sehat,1.0,0.5833333333333334,0.7368421052631579,60.0
Padi Tungro,0.98,0.98,0.98,100.0
Paprika Bercak Bakteri,0.8490566037735849,0.9,0.8737864077669902,100.0
Paprika Sehat,0.9326923076923077,0.97,0.9509803921568627,100.0
Persik Bercak Bakteri,0.9795918367346939,0.96,0.9696969696969697,100.0
Persik Sehat,0.970873786407767,1.0,0.9852216748768473,100.0
Raspberry Sehat,1.0,0.98,0.98989898989899,100.0
Stroberi Daun Terbakar,0.99,0.99,0.99,100.0
Stroberi Sehat,0.908256880733945,0.99,0.9473684210526315,100.0
Tebu Busuk Merah,0.9340659340659341,0.85,0.8900523560209425,100.0
Tebu Daun Kuning,0.8504672897196262,0.91,0.8792270531400966,100.0
Tebu Karat Daun,0.9368421052631579,0.89,0.9128205128205128,100.0
Tebu Mosaik,0.9156626506024096,0.76,0.8306010928961749,100.0
Tebu Sehat,0.5459770114942529,0.95,0.6934306569343066,100.0
Terong Sehat,0.9896907216494846,0.96,0.9746192893401016,100.0
Tomat Bercak Bakteri,0.9722222222222222,0.35,0.5147058823529411,100.0
Tomat Bercak Septoria,0.5987654320987654,0.97,0.7404580152671756,100.0
Tomat Bercak Target,0.6115702479338843,0.74,0.669683257918552,100.0
Tomat Daun Keriting,0.9326923076923077,0.97,0.9509803921568627,100.0
Tomat Hawar Dini,0.8873239436619719,0.63,0.7368421052631579,100.0
Tomat Hawar Lambat,0.8734177215189873,0.69,0.770949720670391,100.0
Tomat Jamur Daun,1.0,0.64,0.7804878048780488,100.0
Tomat Sehat,0.5789473684210527,0.99,0.7306273062730627,100.0
Tomat Tungau Laba-laba,0.7981651376146789,0.87,0.8325358851674641,100.0
Tomat Virus Mosaik,1.0,0.86,0.9247311827956989,100.0
jambu antraknosa,1.0,1.0,1.0,100.0
jambu gigitan serangga,1.0,1.0,1.0,100.0
jambu sehat,1.0,1.0,1.0,100.0
jambu terbakar,1.0,1.0,1.0,100.0
kopi karat daun,0.9894736842105263,0.94,0.9641025641025641,100.0
kopi sehat,0.9611650485436893,0.99,0.9753694581280788,100.0
mangga antraknosa,0.99,0.99,0.99,100.0
mangga embun tepung,0.9207920792079208,0.93,0.9253731343283582,100.0
mangga jelaga hitam,0.9578947368421052,0.91,0.9333333333333333,100.0
mangga sehat,1.0,0.98,0.98989898989899,100.0
accuracy,0.8960893854748604,0.8960893854748604,0.8960893854748604,0.8960893854748604
macro avg,0.9141935568248523,0.8943518518518518,0.8941325517387975,7160.0
weighted avg,0.9137141912205219,0.8960893854748604,0.8950112693168739,7160.0
